date,day,weekend,holiday,dst
2017-04-01,Saturday,1,,
2017-04-02,Sunday,1,,
2017-04-03,Monday,0,,
2017-04-04,Tuesday,0,,
2017-04-05,Wednesday,0,,
2017-04-06,Thursday,0,,
2017-04-07,Friday,0,,
2017-04-08,Saturday,1,,
2017-04-09,Sunday,1,,
2017-04-10,Monday,0,,
2017-04-11,Tuesday,0,,
2017-04-12,Wednesday,0,,
2017-04-13,Thursday,0,,
2017-04-14,Friday,0,Good Friday,
2017-04-15,Saturday,1,,
2017-04-16,Sunday,1,,
2017-04-17,Monday,0,Easter Monday,
2017-04-18,Tuesday,0,,
2017-04-19,Wednesday,0,,
2017-04-20,Thursday,0,,
2017-04-21,Friday,0,,
2017-04-22,Saturday,1,,
2017-04-23,Sunday,1,,
2017-04-24,Monday,0,,
2017-04-25,Tuesday,0,,
2017-04-26,Wednesday,0,,
2017-04-27,Thursday,0,,
2017-04-28,Friday,0,,
2017-04-29,Saturday,1,,
2017-04-30,Sunday,1,,
2017-05-01,Monday,0,,
2017-05-02,Tuesday,0,,
2017-05-03,Wednesday,0,,
2017-05-04,Thursday,0,,
2017-05-05,Friday,0,,
2017-05-06,Saturday,1,,
2017-05-07,Sunday,1,,
2017-05-08,Monday,0,,
2017-05-09,Tuesday,0,,
2017-05-10,Wednesday,0,,
2017-05-11,Thursday,0,,
2017-05-12,Friday,0,,
2017-05-13,Saturday,1,,
2017-05-14,Sunday,1,,
2017-05-15,Monday,0,,
2017-05-16,Tuesday,0,,
2017-05-17,Wednesday,0,,
2017-05-18,Thursday,0,,
2017-05-19,Friday,0,,
2017-05-20,Saturday,1,,
2017-05-21,Sunday,1,,
2017-05-22,Monday,0,Victoria Day,
2017-05-23,Tuesday,0,,
2017-05-24,Wednesday,0,,
2017-05-25,Thursday,0,,
2017-05-26,Friday,0,,
2017-05-27,Saturday,1,,
2017-05-28,Sunday,1,,
2017-05-29,Monday,0,,
2017-05-30,Tuesday,0,,
2017-05-31,Wednesday,0,,
2017-06-01,Thursday,0,,
2017-06-02,Friday,0,,
2017-06-03,Saturday,1,,
2017-06-04,Sunday,1,,
2017-06-05,Monday,0,,
2017-06-06,Tuesday,0,,
2017-06-07,Wednesday,0,,
2017-06-08,Thursday,0,,
2017-06-09,Friday,0,,
2017-06-10,Saturday,1,,
2017-06-11,Sunday,1,,
2017-06-12,Monday,0,,
2017-06-13,Tuesday,0,,
2017-06-14,Wednesday,0,,
2017-06-15,Thursday,0,,
2017-06-16,Friday,0,,
2017-06-17,Saturday,1,,
2017-06-18,Sunday,1,,
2017-06-19,Monday,0,,
2017-06-20,Tuesday,0,,
2017-06-21,Wednesday,0,,
2017-06-22,Thursday,0,,
2017-06-23,Friday,0,,
2017-06-24,Saturday,1,,
2017-06-25,Sunday,1,,
2017-06-26,Monday,0,,
2017-06-27,Tuesday,0,,
2017-06-28,Wednesday,0,,
2017-06-29,Thursday,0,,
2017-06-30,Friday,0,,
2017-07-01,Saturday,1,,
2017-07-02,Sunday,1,,
2017-07-03,Monday,0,Canada Day,
2017-07-04,Tuesday,0,,
2017-07-05,Wednesday,0,,
2017-07-06,Thursday,0,,
2017-07-07,Friday,0,,
2017-07-08,Saturday,1,,
2017-07-09,Sunday,1,,
2017-07-10,Monday,0,,
2017-07-11,Tuesday,0,,
2017-07-12,Wednesday,0,,
2017-07-13,Thursday,0,,
2017-07-14,Friday,0,,
2017-07-15,Saturday,1,,
2017-07-16,Sunday,1,,
2017-07-17,Monday,0,,
2017-07-18,Tuesday,0,,
2017-07-19,Wednesday,0,,
2017-07-20,Thursday,0,,
2017-07-21,Friday,0,,
2017-07-22,Saturday,1,,
2017-07-23,Sunday,1,,
2017-07-24,Monday,0,,
2017-07-25,Tuesday,0,,
2017-07-26,Wednesday,0,,
2017-07-27,Thursday,0,,
2017-07-28,Friday,0,,
2017-07-29,Saturday,1,,
2017-07-30,Sunday,1,,
2017-07-31,Monday,0,,
2017-08-01,Tuesday,0,,
2017-08-02,Wednesday,0,,
2017-08-03,Thursday,0,,
2017-08-04,Friday,0,,
2017-08-05,Saturday,1,,
2017-08-06,Sunday,1,,
2017-08-07,Monday,0,Civic Day,
2017-08-08,Tuesday,0,,
2017-08-09,Wednesday,0,,
2017-08-10,Thursday,0,,
2017-08-11,Friday,0,,
2017-08-12,Saturday,1,,
2017-08-13,Sunday,1,,
2017-08-14,Monday,0,,
2017-08-15,Tuesday,0,,
2017-08-16,Wednesday,0,,
2017-08-17,Thursday,0,,
2017-08-18,Friday,0,,
2017-08-19,Saturday,1,,
2017-08-20,Sunday,1,,
2017-08-21,Monday,0,,
2017-08-22,Tuesday,0,,
2017-08-23,Wednesday,0,,
2017-08-24,Thursday,0,,
2017-08-25,Friday,0,,
2017-08-26,Saturday,1,,
2017-08-27,Sunday,1,,
2017-08-28,Monday,0,,
2017-08-29,Tuesday,0,,
2017-08-30,Wednesday,0,,
2017-08-31,Thursday,0,,
2017-09-01,Friday,0,,
2017-09-02,Saturday,1,,
2017-09-03,Sunday,1,,
2017-09-04,Monday,0,Labour Day,
2017-09-05,Tuesday,0,,
2017-09-06,Wednesday,0,,
2017-09-07,Thursday,0,,
2017-09-08,Friday,0,,
2017-09-09,Saturday,1,,
2017-09-10,Sunday,1,,
2017-09-11,Monday,0,,
2017-09-12,Tuesday,0,,
2017-09-13,Wednesday,0,,
2017-09-14,Thursday,0,,
2017-09-15,Friday,0,,
2017-09-16,Saturday,1,,
2017-09-17,Sunday,1,,
2017-09-18,Monday,0,,
2017-09-19,Tuesday,0,,
2017-09-20,Wednesday,0,,
2017-09-21,Thursday,0,,
2017-09-22,Friday,0,,
2017-09-23,Saturday,1,,
2017-09-24,Sunday,1,,
2017-09-25,Monday,0,,
2017-09-26,Tuesday,0,,
2017-09-27,Wednesday,0,,
2017-09-28,Thursday,0,,
2017-09-29,Friday,0,,
2017-09-30,Saturday,1,,
2017-10-01,Sunday,1,,
2017-10-02,Monday,0,,
2017-10-03,Tuesday,0,,
2017-10-04,Wednesday,0,,
2017-10-05,Thursday,0,,
2017-10-06,Friday,0,,
2017-10-07,Saturday,1,,
2017-10-08,Sunday,1,,
2017-10-09,Monday,0,Thanksgiving,
2017-10-10,Tuesday,0,,
2017-10-11,Wednesday,0,,
2017-10-12,Thursday,0,,
2017-10-13,Friday,0,,
2017-10-14,Saturday,1,,
2017-10-15,Sunday,1,,
2017-10-16,Monday,0,,
2017-10-17,Tuesday,0,,
2017-10-18,Wednesday,0,,
2017-10-19,Thursday,0,,
2017-10-20,Friday,0,,
2017-10-21,Saturday,1,,
2017-10-22,Sunday,1,,
2017-10-23,Monday,0,,
2017-10-24,Tuesday,0,,
2017-10-25,Wednesday,0,,
2017-10-26,Thursday,0,,
2017-10-27,Friday,0,,
2017-10-28,Saturday,1,,
2017-10-29,Sunday,1,,
2017-10-30,Monday,0,,
2017-10-31,Tuesday,0,,
2017-11-01,Wednesday,0,,
2017-11-02,Thursday,0,,
2017-11-03,Friday,0,,
2017-11-04,Saturday,1,,
2017-11-05,Sunday,1,,+1
2017-11-06,Monday,0,,
2017-11-07,Tuesday,0,,
2017-11-08,Wednesday,0,,
2017-11-09,Thursday,0,,
2017-11-10,Friday,0,,
2017-11-11,Saturday,1,,
2017-11-12,Sunday,1,,
2017-11-13,Monday,0,Remembrance Day,
2017-11-14,Tuesday,0,,
2017-11-15,Wednesday,0,,
2017-11-16,Thursday,0,,
2017-11-17,Friday,0,,
2017-11-18,Saturday,1,,
2017-11-19,Sunday,1,,
2017-11-20,Monday,0,,
2017-11-21,Tuesday,0,,
2017-11-22,Wednesday,0,,
2017-11-23,Thursday,0,,
2017-11-24,Friday,0,,
2017-11-25,Saturday,1,,
2017-11-26,Sunday,1,,
2017-11-27,Monday,0,,
2017-11-28,Tuesday,0,,
2017-11-29,Wednesday,0,,
2017-11-30,Thursday,0,,
2017-12-01,Friday,0,,
2017-12-02,Saturday,1,,
2017-12-03,Sunday,1,,
2017-12-04,Monday,0,,
2017-12-05,Tuesday,0,,
2017-12-06,Wednesday,0,,
2017-12-07,Thursday,0,,
2017-12-08,Friday,0,,
2017-12-09,Saturday,1,,
2017-12-10,Sunday,1,,
2017-12-11,Monday,0,,
2017-12-12,Tuesday,0,,
2017-12-13,Wednesday,0,,
2017-12-14,Thursday,0,,
2017-12-15,Friday,0,,
2017-12-16,Saturday,1,,
2017-12-17,Sunday,1,,
2017-12-18,Monday,0,,
2017-12-19,Tuesday,0,,
2017-12-20,Wednesday,0,,
2017-12-21,Thursday,0,,
2017-12-22,Friday,0,,
2017-12-23,Saturday,1,,
2017-12-24,Sunday,1,,
2017-12-25,Monday,0,Christmas Day,
2017-12-26,Tuesday,0,Boxing Day,
2017-12-27,Wednesday,0,,
2017-12-28,Thursday,0,,
2017-12-29,Friday,0,,
2017-12-30,Saturday,1,,
2017-12-31,Sunday,1,,
2018-01-01,Monday,0,New Years,
2018-01-02,Tuesday,0,,
2018-01-03,Wednesday,0,,
2018-01-04,Thursday,0,,
2018-01-05,Friday,0,,
2018-01-06,Saturday,1,,
2018-01-07,Sunday,1,,
2018-01-08,Monday,0,,
2018-01-09,Tuesday,0,,
2018-01-10,Wednesday,0,,
2018-01-11,Thursday,0,,
2018-01-12,Friday,0,,
2018-01-13,Saturday,1,,
2018-01-14,Sunday,1,,
2018-01-15,Monday,0,,
2018-01-16,Tuesday,0,,
2018-01-17,Wednesday,0,,
2018-01-18,Thursday,0,,
2018-01-19,Friday,0,,
2018-01-20,Saturday,1,,
2018-01-21,Sunday,1,,
2018-01-22,Monday,0,,
2018-01-23,Tuesday,0,,
2018-01-24,Wednesday,0,,
2018-01-25,Thursday,0,,
2018-01-26,Friday,0,,
2018-01-27,Saturday,1,,
2018-01-28,Sunday,1,,
2018-01-29,Monday,0,,
2018-01-30,Tuesday,0,,
2018-01-31,Wednesday,0,,
2018-02-01,Thursday,0,,
2018-02-02,Friday,0,,
2018-02-03,Saturday,1,,
2018-02-04,Sunday,1,,
2018-02-05,Monday,0,,
2018-02-06,Tuesday,0,,
2018-02-07,Wednesday,0,,
2018-02-08,Thursday,0,,
2018-02-09,Friday,0,,
2018-02-10,Saturday,1,,
2018-02-11,Sunday,1,,
2018-02-12,Monday,0,Family Day,
2018-02-13,Tuesday,0,,
2018-02-14,Wednesday,0,,
2018-02-15,Thursday,0,,
2018-02-16,Friday,0,,
2018-02-17,Saturday,1,,
2018-02-18,Sunday,1,,
2018-02-19,Monday,0,,
2018-02-20,Tuesday,0,,
2018-02-21,Wednesday,0,,
2018-02-22,Thursday,0,,
2018-02-23,Friday,0,,
2018-02-24,Saturday,1,,
2018-02-25,Sunday,1,,
2018-02-26,Monday,0,,
2018-02-27,Tuesday,0,,
2018-02-28,Wednesday,0,,
2018-03-01,Thursday,0,,
2018-03-02,Friday,0,,
2018-03-03,Saturday,1,,
2018-03-04,Sunday,1,,
2018-03-05,Monday,0,,
2018-03-06,Tuesday,0,,
2018-03-07,Wednesday,0,,
2018-03-08,Thursday,0,,
2018-03-09,Friday,0,,
2018-03-10,Saturday,1,,
2018-03-11,Sunday,1,,-1
2018-03-12,Monday,0,,
2018-03-13,Tuesday,0,,
2018-03-14,Wednesday,0,,
2018-03-15,Thursday,0,,
2018-03-16,Friday,0,,
2018-03-17,Saturday,1,,
2018-03-18,Sunday,1,,
2018-03-19,Monday,0,,
2018-03-20,Tuesday,0,,
2018-03-21,Wednesday,0,,
2018-03-22,Thursday,0,,
2018-03-23,Friday,0,,
2018-03-24,Saturday,1,,
2018-03-25,Sunday,1,,
2018-03-26,Monday,0,,
2018-03-27,Tuesday,0,,
2018-03-28,Wednesday,0,,
2018-03-29,Thursday,0,,
2018-03-30,Friday,0,Good Friday,
2018-03-31,Saturday,1,,
2018-04-01,Sunday,1,,
2018-04-02,Monday,0,Easter Monday,
2018-04-03,Tuesday,0,,
2018-04-04,Wednesday,0,,
2018-04-05,Thursday,0,,
2018-04-06,Friday,0,,
2018-04-07,Saturday,1,,
2018-04-08,Sunday,1,,
2018-04-09,Monday,0,,
2018-04-10,Tuesday,0,,
2018-04-11,Wednesday,0,,
2018-04-12,Thursday,0,,
2018-04-13,Friday,0,,
2018-04-14,Saturday,1,,
2018-04-15,Sunday,1,,
2018-04-16,Monday,0,,
2018-04-17,Tuesday,0,,
2018-04-18,Wednesday,0,,
2018-04-19,Thursday,0,,
2018-04-20,Friday,0,,
2018-04-21,Saturday,1,,
2018-04-22,Sunday,1,,
2018-04-23,Monday,0,,
2018-04-24,Tuesday,0,,
2018-04-25,Wednesday,0,,
2018-04-26,Thursday,0,,
2018-04-27,Friday,0,,
2018-04-28,Saturday,1,,
2018-04-29,Sunday,1,,
2018-04-30,Monday,0,,
2018-05-01,Tuesday,0,,
2018-05-02,Wednesday,0,,
2018-05-03,Thursday,0,,
2018-05-04,Friday,0,,
2018-05-05,Saturday,1,,
2018-05-06,Sunday,1,,
2018-05-07,Monday,0,,
2018-05-08,Tuesday,0,,
2018-05-09,Wednesday,0,,
2018-05-10,Thursday,0,,
2018-05-11,Friday,0,,
2018-05-12,Saturday,1,,
2018-05-13,Sunday,1,,
2018-05-14,Monday,0,,
2018-05-15,Tuesday,0,,
2018-05-16,Wednesday,0,,
2018-05-17,Thursday,0,,
2018-05-18,Friday,0,,
2018-05-19,Saturday,1,,
2018-05-20,Sunday,1,,
2018-05-21,Monday,0,Victoria Day,
2018-05-22,Tuesday,0,,
2018-05-23,Wednesday,0,,
2018-05-24,Thursday,0,,
2018-05-25,Friday,0,,
2018-05-26,Saturday,1,,
2018-05-27,Sunday,1,,
2018-05-28,Monday,0,,
2018-05-29,Tuesday,0,,
2018-05-30,Wednesday,0,,
2018-05-31,Thursday,0,,
2018-06-01,Friday,0,,
2018-06-02,Saturday,1,,
2018-06-03,Sunday,1,,
2018-06-04,Monday,0,,
2018-06-05,Tuesday,0,,
2018-06-06,Wednesday,0,,
2018-06-07,Thursday,0,,
2018-06-08,Friday,0,,
2018-06-09,Saturday,1,,
2018-06-10,Sunday,1,,
2018-06-11,Monday,0,,
2018-06-12,Tuesday,0,,
2018-06-13,Wednesday,0,,
2018-06-14,Thursday,0,,
2018-06-15,Friday,0,,
2018-06-16,Saturday,1,,
2018-06-17,Sunday,1,,
2018-06-18,Monday,0,,
2018-06-19,Tuesday,0,,
2018-06-20,Wednesday,0,,
2018-06-21,Thursday,0,,
2018-06-22,Friday,0,,
2018-06-23,Saturday,1,,
2018-06-24,Sunday,1,,
2018-06-25,Monday,0,,
2018-06-26,Tuesday,0,,
2018-06-27,Wednesday,0,,
2018-06-28,Thursday,0,,
2018-06-29,Friday,0,,
2018-06-30,Saturday,1,,
2018-07-01,Sunday,1,,
2018-07-02,Monday,0,Canada Day,
2018-07-03,Tuesday,0,,
2018-07-04,Wednesday,0,,
2018-07-05,Thursday,0,,
2018-07-06,Friday,0,,
2018-07-07,Saturday,1,,
2018-07-08,Sunday,1,,
2018-07-09,Monday,0,,
2018-07-10,Tuesday,0,,
2018-07-11,Wednesday,0,,
2018-07-12,Thursday,0,,
2018-07-13,Friday,0,,
2018-07-14,Saturday,1,,
2018-07-15,Sunday,1,,
2018-07-16,Monday,0,,
2018-07-17,Tuesday,0,,
2018-07-18,Wednesday,0,,
2018-07-19,Thursday,0,,
2018-07-20,Friday,0,,
2018-07-21,Saturday,1,,
2018-07-22,Sunday,1,,
2018-07-23,Monday,0,,
2018-07-24,Tuesday,0,,
2018-07-25,Wednesday,0,,
2018-07-26,Thursday,0,,
2018-07-27,Friday,0,,
2018-07-28,Saturday,1,,
2018-07-29,Sunday,1,,
2018-07-30,Monday,0,,
2018-07-31,Tuesday,0,,
2018-08-01,Wednesday,0,,
2018-08-02,Thursday,0,,
2018-08-03,Friday,0,,
2018-08-04,Saturday,1,,
2018-08-05,Sunday,1,,
2018-08-06,Monday,0,Civic Day,
2018-08-07,Tuesday,0,,
2018-08-08,Wednesday,0,,
2018-08-09,Thursday,0,,
2018-08-10,Friday,0,,
2018-08-11,Saturday,1,,
2018-08-12,Sunday,1,,
2018-08-13,Monday,0,,
2018-08-14,Tuesday,0,,
2018-08-15,Wednesday,0,,
2018-08-16,Thursday,0,,
2018-08-17,Friday,0,,
2018-08-18,Saturday,1,,
2018-08-19,Sunday,1,,
2018-08-20,Monday,0,,
2018-08-21,Tuesday,0,,
2018-08-22,Wednesday,0,,
2018-08-23,Thursday,0,,
2018-08-24,Friday,0,,
2018-08-25,Saturday,1,,
2018-08-26,Sunday,1,,
2018-08-27,Monday,0,,
2018-08-28,Tuesday,0,,
2018-08-29,Wednesday,0,,
2018-08-30,Thursday,0,,
2018-08-31,Friday,0,,
2018-09-01,Saturday,1,,
2018-09-02,Sunday,1,,
2018-09-03,Monday,0,Labour Day,
2018-09-04,Tuesday,0,,
2018-09-05,Wednesday,0,,
2018-09-06,Thursday,0,,
2018-09-07,Friday,0,,
2018-09-08,Saturday,1,,
2018-09-09,Sunday,1,,
2018-09-10,Monday,0,,
2018-09-11,Tuesday,0,,
2018-09-12,Wednesday,0,,
2018-09-13,Thursday,0,,
2018-09-14,Friday,0,,
2018-09-15,Saturday,1,,
2018-09-16,Sunday,1,,
2018-09-17,Monday,0,,
2018-09-18,Tuesday,0,,
2018-09-19,Wednesday,0,,
2018-09-20,Thursday,0,,
2018-09-21,Friday,0,,
2018-09-22,Saturday,1,,
2018-09-23,Sunday,1,,
2018-09-24,Monday,0,,
2018-09-25,Tuesday,0,,
2018-09-26,Wednesday,0,,
2018-09-27,Thursday,0,,
2018-09-28,Friday,0,,
2018-09-29,Saturday,1,,
2018-09-30,Sunday,1,,
2018-10-01,Monday,0,,
2018-10-02,Tuesday,0,,
2018-10-03,Wednesday,0,,
2018-10-04,Thursday,0,,
2018-10-05,Friday,0,,
2018-10-06,Saturday,1,,
2018-10-07,Sunday,1,,
2018-10-08,Monday,0,Thanksgiving,
2018-10-09,Tuesday,0,,
2018-10-10,Wednesday,0,,
2018-10-11,Thursday,0,,
2018-10-12,Friday,0,,
2018-10-13,Saturday,1,,
2018-10-14,Sunday,1,,
2018-10-15,Monday,0,,
2018-10-16,Tuesday,0,,
2018-10-17,Wednesday,0,,
2018-10-18,Thursday,0,,
2018-10-19,Friday,0,,
2018-10-20,Saturday,1,,
2018-10-21,Sunday,1,,
2018-10-22,Monday,0,,
2018-10-23,Tuesday,0,,
2018-10-24,Wednesday,0,,
2018-10-25,Thursday,0,,
2018-10-26,Friday,0,,
2018-10-27,Saturday,1,,
2018-10-28,Sunday,1,,
2018-10-29,Monday,0,,
2018-10-30,Tuesday,0,,
2018-10-31,Wednesday,0,,
2018-11-01,Thursday,0,,
2018-11-02,Friday,0,,
2018-11-03,Saturday,1,,
2018-11-04,Sunday,1,,+1
2018-11-05,Monday,0,,
2018-11-06,Tuesday,0,,
2018-11-07,Wednesday,0,,
2018-11-08,Thursday,0,,
2018-11-09,Friday,0,,
2018-11-10,Saturday,1,,
2018-11-11,Sunday,1,,
2018-11-12,Monday,0,Remembrance Day,
2018-11-13,Tuesday,0,,
2018-11-14,Wednesday,0,,
2018-11-15,Thursday,0,,
2018-11-16,Friday,0,,
2018-11-17,Saturday,1,,
2018-11-18,Sunday,1,,
2018-11-19,Monday,0,,
2018-11-20,Tuesday,0,,
2018-11-21,Wednesday,0,,
2018-11-22,Thursday,0,,
2018-11-23,Friday,0,,
2018-11-24,Saturday,1,,
2018-11-25,Sunday,1,,
2018-11-26,Monday,0,,
2018-11-27,Tuesday,0,,
2018-11-28,Wednesday,0,,
2018-11-29,Thursday,0,,
2018-11-30,Friday,0,,
2018-12-01,Saturday,1,,
2018-12-02,Sunday,1,,
2018-12-03,Monday,0,,
2018-12-04,Tuesday,0,,
2018-12-05,Wednesday,0,,
2018-12-06,Thursday,0,,
2018-12-07,Friday,0,,
2018-12-08,Saturday,1,,
2018-12-09,Sunday,1,,
2018-12-10,Monday,0,,
2018-12-11,Tuesday,0,,
2018-12-12,Wednesday,0,,
2018-12-13,Thursday,0,,
2018-12-14,Friday,0,,
2018-12-15,Saturday,1,,
2018-12-16,Sunday,1,,
2018-12-17,Monday,0,,
2018-12-18,Tuesday,0,,
2018-12-19,Wednesday,0,,
2018-12-20,Thursday,0,,
2018-12-21,Friday,0,,
2018-12-22,Saturday,1,,
2018-12-23,Sunday,1,,
2018-12-24,Monday,0,,
2018-12-25,Tuesday,0,Christmas Day,
2018-12-26,Wednesday,0,Boxing Day,
2018-12-27,Thursday,0,,
2018-12-28,Friday,0,,
2018-12-29,Saturday,1,,
2018-12-30,Sunday,1,,
2018-12-31,Monday,0,,
